id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32671597,Royal Paris Private Room in Miramar,133923620,Soraida & Christie,,Miramar,25.98024,-80.23093,Private room,45,2,52,9/6/2021,1.73,4,353,36,
32684875,"★Special $★Fully Equipped,parking, WIFI, Wa/Dr ★",596168,Guillermo,,Hollywood,25.99733,-80.13664,Entire home/apt,90,2,104,8/15/2021,3.37,6,77,35,
32692839,ROOM PRIVATE.,191078113,Saai,,Plantation,26.12104,-80.26845,Private room,75,1,4,1/27/2020,0.13,1,363,0,
32705481,❤️HIDDEN GEM close beach*modern*King bed.,114425353,Donovan,,Oakland Park,26.17233,-80.14295,Private room,82,2,86,8/15/2021,3.86,5,46,29,
32710089,Luxury 5-bedroom waterfront home with heated pool,91465364,Sunshine Vacation Rentals,,Deerfield Beach,26.30267,-80.08672,Entire home/apt,712,5,12,7/17/2021,0.46,8,275,3,
32719777,Beachfront Hollywood Beach,196584547,Paloma,,Hallandale Beach,25.98631,-80.11792,Entire home/apt,400,3,8,4/18/2021,0.26,2,358,1,
32723151,Minute from the beach # 5,152162156,Amnon,,Fort Lauderdale,26.13267,-80.10364,Entire home/apt,72,2,136,9/19/2021,5.61,12,176,59,
32734015,Charming and peaceful well located house!,10392619,Moises,,Pembroke Pines,26.01535,-80.35049,Entire home/apt,250,15,2,7/19/2021,0.11,1,338,1,
32739867,"Deerfield Beach, next to Boca, close to Lauderdale",156445375,Vincent,,Deerfield Beach,26.30955,-80.07742,Entire home/apt,285,7,9,8/8/2021,2.09,4,335,5,
32740624,Luxury  4/3 + Den heated  pool  5 min to beach,246200234,Jannette,,Hollywood,26.02117,-80.13583,Entire home/apt,512,3,72,9/6/2021,2.77,2,326,27,
32743526,"Wilton Manors, Cute Outdoor Space-New Bath, Pool 3",93922918,Travis,,Wilton Manors,26.15922,-80.14773,Entire home/apt,115,4,27,3/30/2020,1,5,117,0,
32746795,Las Olas Blvd. Waterfront Apt,108186866,Gaby,,Fort Lauderdale,26.12176,-80.12294,Entire home/apt,102,1,151,9/21/2021,5.33,13,300,70,
32749690,"Private Suite by Las Olas, Downtown,  Wilton Manor",246293019,Margaret,,Fort Lauderdale,26.14162,-80.1402,Entire home/apt,50,1,32,9/5/2021,1.11,1,326,11,
32764137,A Tropical Hideaway 2.5 miles To Beach,22504693,Roxy,,Deerfield Beach,26.31909,-80.10301,Private room,45,2,14,10/13/2020,0.45,2,6,1,
32779140,"Great house with heated pool, 5 min to the ocean",246541290,Boris,,Dania Beach,26.05652,-80.14258,Entire home/apt,256,5,105,9/1/2021,3.47,3,314,29,
32792033,Different Planet #4,244999130,Oz,,Hollywood,26.00307,-80.14015,Entire home/apt,112,1,24,8/10/2021,1.23,3,158,9,
32797685,Modern 2 bedroom 2 full baths apartment in Miami,173534622,Olga,,Hollywood,25.98844,-80.11874,Entire home/apt,167,3,11,8/30/2021,7.67,1,155,6,
32810450,Waterfront unique private studio pool*beach*wilton,44603388,Caroline,,Fort Lauderdale,26.14532,-80.12095,Entire home/apt,75,3,108,9/19/2021,4.46,1,47,38,
32813598,"NEW LOOK...LUXURY STUDIO #13, CLOSE TO THE BEACH",219844806,Maria,,Hollywood,26.00956,-80.1177,Entire home/apt,48,1,64,9/7/2021,2.08,16,71,34,
32816408,Lugar tranquilo on the beach,223240132,Lucileia,,Deerfield Beach,26.29226,-80.12956,Private room,45,1,19,11/30/2019,0.72,3,365,0,
32820216,"Water Front Close to Beach, shopping, airport.l",39289837,Nancy Eileen,,Hollywood,26.03107,-80.16234,Private room,44,1,0,,,1,365,0,
32822152,Different Planet #5,244999130,Oz,,Hollywood,26.00116,-80.14019,Entire home/apt,112,1,32,8/29/2021,1.73,3,179,12,
32828322,Apt 9 Modern and Cozy Apt in East Fort Lauderdale,25512755,Rossana,,Fort Lauderdale,26.14262,-80.12661,Entire home/apt,91,2,102,9/13/2021,6.91,4,248,33,
32836684,"Cozy & Clean, Really Nice Studio Next to Airport",63473813,Ryder,,Dania Beach,26.05457,-80.14422,Entire home/apt,51,4,60,8/29/2021,2.4,4,347,23,
32838290,Charming and cozy private bedroom,66142107,Cinthya,,Hollywood,26.01269,-80.19429,Private room,85,2,4,4/20/2019,0.13,2,146,0,
32839835,A HOLLYWOOD BCH FLORIDA MIAMI STYLE PRIVATE STUDIO,246884762,800,,Hollywood,26.00218,-80.14404,Entire home/apt,129,1,12,10/25/2020,0.53,2,304,1,
32840691,Affordable 1Bdrm close to Hollywood Downtown/Beach,163367426,Pete And Vanessa,,Hollywood,26.01991,-80.14712,Entire home/apt,71,14,45,9/1/2021,1.54,5,276,15,
32842067,Fort Lauderdale Downtown and Beaches,10791649,Lena,,Fort Lauderdale,26.11562,-80.17541,Entire home/apt,163,4,77,9/22/2021,8.16,4,330,32,
32845005,Cozy private bedroom,66142107,Cinthya,,Hollywood,26.0109,-80.194,Private room,55,2,1,2/11/2020,0.05,2,241,0,
32849988,Luxury house and community,168997028,Sandra,,Davie,26.08375,-80.20999,Entire home/apt,98,2,8,12/2/2019,0.41,1,351,0,
32860929,The Atlantic Hotel and Spa - 1 Bedroom Ocean View Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13086,-80.10312,Private room,324,2,2,6/20/2021,0.34,8,308,2,
32864729,5⭐️LUXURY:ROOFTOP POOL - OCEAN VIEW Balcony🏝,110354593,Stay Sol,,Hollywood,26.01539,-80.11745,Entire home/apt,213,2,6,7/26/2021,0.19,43,360,4,
32870152,Stunning lake view-beach*Casino* nightlife*Airport,81871248,Revitali,,Dania Beach,26.05423,-80.17359,Entire home/apt,148,1,55,8/2/2021,2.14,4,154,19,
32875021,Quite Private Room In Miramar,126618970,Charles,,Miramar,25.98213,-80.30487,Private room,60,3,1,3/7/2019,0.03,1,179,0,
32889000,Live like the rich and famous,247432005,Regina,,Lighthouse Point,26.29562,-80.08296,Entire home/apt,1800,7,0,,,1,362,0,
32892768,Way west Miramar private room,204613729,Liz,,Miramar,25.95826,-80.40704,Private room,110,2,1,3/9/2019,0.03,2,0,0,
32900220,Different Planet #3,244999130,Oz,,Hollywood,26.00248,-80.13942,Entire home/apt,198,2,35,9/20/2021,6.48,3,179,19,
32900713,NEW REMODELED APARTMENT BEACH CONDO,247531051,Alejandra/Luis,,Hallandale Beach,25.98047,-80.12503,Entire home/apt,110,4,39,7/22/2021,1.34,1,93,23,
32904383,TIDES OCEANFRONT 1 BEDROOM ON THE BEACH 6FL,2001930,Dmitri,,Hollywood,25.98884,-80.11892,Entire home/apt,199,14,0,,,49,179,0,
32912263,Luxurious home with private heated pool,237268053,Patrick,,Wilton Manors,26.16222,-80.12206,Entire home/apt,264,4,62,9/6/2021,2.01,2,120,24,
32912358,The Atlantic Hotel and Spa - 1 Bedroom Ocean View Suite ADA,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13132,-80.10449,Private room,328,2,0,,,8,308,0,
32912453,The Atlantic Hotel and Spa - 1 Bedroom Oceanfront Family Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13088,-80.10318,Private room,430,2,0,,,8,285,0,
32912543,The Atlantic Hotel and Spa - 1 Bedroom Oceanfront Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13261,-80.10304,Private room,366,2,0,,,8,306,0,
32912604,The Atlantic Hotel and Spa - 1 Bedroom Oceanfront Suite 2 Queens,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13249,-80.10291,Private room,335,2,0,,,8,218,0,
32912672,The Atlantic Hotel and Spa - 1 Bedroom Panoramic View Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13091,-80.10394,Private room,279,2,0,,,8,308,0,
32912808,The Atlantic Hotel and Spa - 2 Bedroom Oceanfront Penthouse Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13251,-80.10433,Private room,1427,2,0,,,8,275,0,
32912959,The Atlantic Hotel and Spa - 2 Bedroom Panoramic View Penthouse Suite,240261551,The Atlantic Hotel & Spa,,Fort Lauderdale,26.13141,-80.10268,Private room,1273,2,0,,,8,285,0,
32941053,★Peaceful & cute|kitchenette|yard|parking |Wa/dr ★,596168,Guillermo,,Hallandale Beach,25.99493,-80.13765,Entire home/apt,76,2,101,9/1/2021,3.43,6,82,39,
32959838,Fort Lauderdale Beach Apartment,248052567,Ludovica,,Fort Lauderdale,26.13297,-80.10863,Entire home/apt,170,4,17,8/15/2021,6.37,1,60,11,
32959973,Luxury Modern Apartment on the Beach,33042137,Jose,,Hollywood,26.01755,-80.11767,Entire home/apt,146,1,2,5/30/2021,0.07,31,326,1,
32987558,Blue Bonita Your Beach Hideaway!,247080344,Scott,,Hollywood,26.01062,-80.11631,Entire home/apt,110,30,5,1/21/2020,0.24,1,184,0,
32988317,Perfect spring break luxuary Stay,232566064,Anthony,,Davie,26.09247,-80.22428,Entire home/apt,1450,2,0,,,1,180,0,
32990065,Classy beach condo in Hallandale Beach,34345742,"Bill, Heidi & Hebi",,Hallandale Beach,25.97735,-80.11984,Entire home/apt,150,30,0,,,10,125,0,
32990093,Daybreak,169333495,Andre,,Dania Beach,26.05348,-80.1301,Entire home/apt,119,1,0,,,1,179,0,
32992289,Cozy Studio by Hard Rock Casino and Stadium,199996205,Zelia,,Hollywood,26.00363,-80.20412,Entire home/apt,58,2,79,9/19/2021,2.65,1,126,24,
32994581,Room and Private bathroom new just remodeled,63237654,Susana,,Pembroke Pines,26.00485,-80.35729,Private room,80,5,3,2/25/2020,0.1,2,310,0,
33018577,"Beachfront condo w/ balcony, ocean view & shared pool/gym/game room!",112304095,Vacasa Florida,,Hallandale Beach,25.98664,-80.11767,Entire home/apt,204,2,6,3/9/2020,0.25,3,363,0,
33038281,The Oasis near the cruise & airport - By Avi,1538108,Avi,,Fort Lauderdale,26.08796,-80.152,Entire home/apt,215,5,66,6/6/2021,2.25,5,182,16,
33038885,"Paradise Retreat, Modern & Clean, Private Pool",202822201,Jeremy,,Oakland Park,26.18897,-80.12673,Entire home/apt,70,1,207,9/24/2021,7.11,1,103,81,
33039384,Relaxing Stylish Getaway Near Sawgrass Mall & FLL,248663647,Pedro,,Sunrise,26.10995,-80.34684,Entire home/apt,160,4,18,8/28/2021,0.66,1,74,8,
33040751,Waterside Vacations-WIFI/Netflix/Beach Supplies,161040667,John,,Pompano Beach,26.23276,-80.09792,Entire home/apt,118,2,27,8/22/2021,0.9,10,288,7,
33040960,Charming Newly Renovated Bungalow Prime Location,176543077,Brett,,Fort Lauderdale,26.14717,-80.13378,Entire home/apt,79,4,26,9/1/2021,1.29,1,178,9,
33043590,Sunny Studio/Beachside Location w/Sunset Balcony,217804290,Elyse,,Fort Lauderdale,26.1786,-80.09684,Entire home/apt,103,5,79,9/19/2021,3.09,3,105,31,
33046029,Modern 2/2 Ft. Lauderdale Home by Las Olas / Beach,46591369,Hans,,Fort Lauderdale,26.10431,-80.15233,Entire home/apt,218,5,43,9/21/2021,1.44,2,196,18,
33047337,"⭐️Tarpon Harbor 1 - Waterfront pool house near beach, Las Olas, Airport",28227935,Josh,,Fort Lauderdale,26.10766,-80.14822,Entire home/apt,203,1,80,8/30/2021,6.32,4,147,37,
33047732,Oceanfront 15th Floor Condo 2 Bedrooms,180809316,Madeleine/Luis,,Hollywood,25.99022,-80.11763,Entire home/apt,150,20,1,5/1/2019,0.03,1,291,0,
33069291,GG's beach bungalow.,179642377,Gina,,Hollywood,26.01006,-80.18027,Entire home/apt,97,7,10,5/30/2021,7.5,2,156,7,
33074212,Garden Apartment 8 miles from the Beach,142455891,Fernanda,,Pompano Beach,26.20971,-80.18438,Entire home/apt,72,1,74,9/17/2021,3.47,2,228,25,
33075444,Galt Ocean Charmer,102139523,Judith,,Fort Lauderdale,26.17731,-80.09804,Entire home/apt,107,3,63,8/29/2021,2.46,18,94,26,
33076028,STUDIO APT LIKE SOUTH BEACH LIFE (IN HOLLYWOOD FL),246884762,800,,Hollywood,26.00456,-80.144,Entire home/apt,129,1,2,11/13/2019,0.07,2,304,0,
33078673,Emaculate furnished Lovely Master Bedroom,154908860,Maria Elena,,Deerfield Beach,26.31598,-80.14773,Private room,60,2,4,7/31/2021,1.56,3,33,4,
33079552,2 twin bed 2 mile to las olas bch/dwntwn n airport,218270663,Jessika,,Fort Lauderdale,26.14437,-80.16561,Private room,50,2,31,6/30/2021,1.01,3,365,14,
33087648,Heated Pool & Hot Tub!  Walk 2 Beach & Restaurants,14501987,Andy,,Fort Lauderdale,26.16227,-80.10352,Entire home/apt,575,4,23,9/7/2021,1.09,18,276,17,
33090749,"Luxury  Beach Front/2 Bedrooms/2 Bath, 26 floor",245822703,Ron,,Hollywood,25.98732,-80.11842,Entire home/apt,314,1,83,9/14/2021,2.84,2,274,9,
33092206,Beachcomber 1 King Bed Apartment,126483964,Beachcomber,,Pompano Beach,26.22183,-80.09153,Entire home/apt,136,3,25,8/20/2021,1.06,10,92,12,
33092385,Quiet REMODEL COZY 2 miles  BCH/DWNTN/ 5minAirport,218270663,Jessika,,Fort Lauderdale,26.14482,-80.16417,Entire home/apt,250,1,4,9/15/2021,0.57,3,365,3,
33092714,Special Rate Galleria One/Hilton Long Term Rental,12154543,Shiela,,Fort Lauderdale,26.13758,-80.10856,Entire home/apt,109,7,2,12/7/2019,0.06,2,289,0,
33097620,Supr cozy clean upscale Quiet room relax must book,157384888,Bill,,Pembroke Pines,26.00575,-80.41922,Private room,132,2,8,5/15/2021,0.26,5,365,6,
33112779,Apt 8 Modern and Cozy Apt in East Fort Lauderdale,25512755,Rossana,,Fort Lauderdale,26.14251,-80.12721,Entire home/apt,91,2,100,8/31/2021,4.32,4,269,47,
33115122,Surf Style Condo 2 Miles from the Beach !,109523907,Alexandra,,Hollywood,26.02631,-80.14674,Entire home/apt,93,30,28,9/11/2021,0.93,8,283,10,
33115620,Amazing Ocean View + 34th Floor Stunning!,1833853,Ricardo,,Hollywood,25.986763,-80.11869,Entire home/apt,263,3,12,4/5/2021,4.14,146,170,6,
33115866,Luxury South West Corner+36th Floor-Dream Views!,1833853,Ricardo,,Hollywood,25.98748,-80.11937,Entire home/apt,267,3,12,6/28/2021,0.56,146,167,5,
33119280,Relaxing Studio w/ Pool -10 Mins from FLL Airport,132389149,Carmen,,Plantation,26.10972,-80.21355,Entire home/apt,250,1,14,9/1/2019,0.5,1,365,0,
33132529,Las Olas Condo in the heart of Downtown,135994712,Louis,,Fort Lauderdale,26.1239,-80.13138,Entire home/apt,125,4,27,3/19/2020,0.89,1,362,0,
33136742,Luxury Resort Style Downtown Fort Lauderdale Condo,69091104,Vacation Rentals FL,,Fort Lauderdale,26.12216,-80.14274,Entire home/apt,225,3,49,9/6/2021,1.76,5,344,20,
33140208,Waterfront Estate -5 BR w/pool- 5 min to beach 𝘉𝘺 𝘋𝘦𝘴𝘪𝘨𝘯𝘦𝘥𝘝𝘙,45914148,Designedvr,,Hallandale Beach,25.9827,-80.13188,Entire home/apt,676,1,51,9/15/2021,1.82,69,259,23,
33159679,Middle River Retreat,49575843,Joseph,,Oakland Park,26.16785,-80.14948,Private room,75,1,1,12/6/2019,0.05,1,363,0,
33166420,"Charming getaway w/ a full kitchen, shared pool, & sundeck - walk to the beach!",112304095,Vacasa Florida,,Pompano Beach,26.25324,-80.0879,Entire home/apt,148,1,13,7/27/2021,3.61,3,361,13,
33170080,Men only/Clothing Optional - Poolside King Room 1,114154684,Doug,,Wilton Manors,26.1585,-80.13698,Private room,142,1,4,6/17/2019,0.13,3,272,0,
33179146,Luxury Beach Front Furnished Apt at The Beach Club,23612517,Gabriela,,Hallandale Beach,25.984911,-80.118347,Entire home/apt,158,30,1,8/7/2021,0.58,2,182,1,
33183765,Cottages by the Ocean King Studio #2,35784515,Elaine,,Pompano Beach,26.23016,-80.09278,Entire home/apt,135,3,0,,,10,279,0,
33188067,LUXURY APARTMENT on the SEA,133585002,Matías,,Hallandale Beach,25.98626,-80.11966,Entire home/apt,120,3,58,9/12/2021,1.96,4,9,27,
33189751,"Resort Villa EE, Ocean/IntraCoastal, why not BOTH?",12540540,Tom,,Hillsboro Beach,26.30325,-80.078,Entire home/apt,177,14,30,8/21/2021,1.27,5,218,21,
33193348,Beautiful private room in lake side property,249917192,Shannika,,Miramar,25.98424,-80.26475,Private room,45,1,12,4/4/2020,0.43,3,0,0,
33194875,Full spacious rm 2miles las olas bch/dwntn airport,218270663,Jessika,,Fort Lauderdale,26.14426,-80.16449,Private room,50,2,8,4/7/2021,1.21,3,365,3,
33195025,Gorgeous Waterfront Estate with Private Pool,176660870,Kim,,Fort Lauderdale,26.10855,-80.11174,Entire home/apt,1174,3,23,8/28/2021,0.97,1,42,8,
33195969,Heated Pool in the Heart of Fort Lauderdale!,14501987,Andy,,Fort Lauderdale,26.15162,-80.12745,Entire home/apt,257,4,21,8/30/2021,0.72,18,278,14,
33196087,Cottages by the Ocean King Studio #5,35784515,Elaine,,Pompano Beach,26.22985,-80.09255,Entire home/apt,135,3,1,2/13/2021,0.13,10,239,1,
33197169,Cottages by the Ocean King Studio #6,35784515,Elaine,,Pompano Beach,26.23018,-80.09221,Entire home/apt,135,3,3,3/9/2021,0.11,10,321,2,
33199696,Studio with Direct Ocean view at the Beach Resort,5611017,Sergio,,Hollywood,26.01324,-80.11675,Entire home/apt,65,5,40,8/18/2021,10.71,17,32,18,
33209685,QueenBdrm@REMoDEL HOME -2 Miles LASOLAS bch,240785790,Jessika,,Fort Lauderdale,26.14495,-80.16369,Private room,50,2,25,7/29/2021,1.28,3,365,10,
33214938,Wilton Manors Hide-A-Way 5 with Pool on Water,3279263,Teresa,,Wilton Manors,26.15319,-80.13905,Entire home/apt,109,1,105,9/15/2021,4.8,5,316,55,
33217873,Deerfield Condo behind the “Wyndham” on the beach!,163034237,Todd,,Deerfield Beach,26.3156,-80.07681,Entire home/apt,103,2,65,9/20/2021,2.65,3,0,31,
33218840,"Live the ""Beach Life!""  Short 10 min Walk to Beach",250110390,Kimberly And George,,Pompano Beach,26.2281,-80.09573,Entire home/apt,225,3,48,8/12/2021,2.12,1,113,23,
33234384,Banyan House,37689803,Daren,,Wilton Manors,26.15932,-80.14399,Entire home/apt,145,3,79,9/11/2021,3.59,3,240,41,
33238012,** Modern Luxury Beachfront Hotel 2 Bed -2 bath **,250265551,Matthew,,Fort Lauderdale,26.1283,-80.10505,Entire home/apt,421,3,28,8/15/2021,1.44,1,31,18,
33244513,"Luxurious Villa, Private Pool, Spacious",33295885,Yarden,,Hollywood,26.04565,-80.1793,Entire home/apt,589,3,39,9/6/2021,5.25,56,249,29,
33248497,"Acogedora y amplia habitación, llena de paz y luz",54212305,Blondi,,Miramar,25.99175,-80.30977,Private room,70,2,2,5/13/2019,0.07,1,86,0,
33253947,Espacio tranquilo  _ Spacious room,250404676,Karina,,Coral Springs,26.27538,-80.27999,Private room,40,1,9,5/5/2019,0.3,1,56,0,
33263911,Fort Lauderdale Beach Resort: 1-BR sleep 6 Kitchen,27042710,Igor,,Fort Lauderdale,26.13787,-80.10579,Entire home/apt,175,7,4,3/12/2020,0.13,13,358,0,
33267299,GG's Country Club Retreat,179642377,Gina,,Pembroke Pines,25.99608,-80.35646,Entire home/apt,195,7,5,12/23/2019,0.23,2,230,2,
33270333,Aqua View Manor,38781529,Jeffrey,,Fort Lauderdale,26.1601,-80.10602,Entire home/apt,698,2,17,1/19/2021,0.6,23,40,1,
33270834,Beach Getaway – One Block from the Beach!,118856968,Steve And Jo,,Pompano Beach,26.22805,-80.09101,Entire home/apt,158,2,101,9/12/2021,4,3,190,38,
33271346,Beach Escape – One Block from the Beach!,118856968,Steve And Jo,,Pompano Beach,26.22911,-80.0924,Entire home/apt,203,2,77,8/26/2021,3.69,3,305,27,
33283832,"Lighthouse Cove Resort: 1-BR Sleep 4, Full Kitchen",27042710,Igor,,Pompano Beach,26.25007,-80.08629,Entire home/apt,175,7,0,,,13,365,0,
33293760,Amazing villa 5 beds /3 baths  5 min to  the beach,246200234,Jannette,,Hollywood,26.0228,-80.13656,Entire home/apt,542,3,66,9/5/2021,3.28,2,300,30,
33307673,Wilton Manors HideAWay 3 on Water With Pool,3279263,Teresa,,Wilton Manors,26.15335,-80.13781,Entire home/apt,115,1,43,9/26/2021,1.43,5,260,29,
33314842,"*New* Designer 6ppl 2br/2ba,Ultra Clean,BBQ,Patio",250946619,Brett,,Fort Lauderdale,26.19371,-80.12308,Entire home/apt,171,3,87,8/6/2021,3.12,3,286,32,
33318175,"High-End Remodel, Private, Wilton Manors, Pool",93922918,Travis,,Wilton Manors,26.15788,-80.14714,Entire home/apt,98,4,34,8/27/2021,1.16,5,72,19,
33343141,Luxurious Kosher Villa - Solar Heated Pool Golf,33295885,Yarden,,Hollywood,26.04095,-80.19566,Entire home/apt,1350,14,0,,,56,173,0,
33352306,2/2 sleeps 7* WE SANITIZE AIR AND ALL SURFACES*,181631896,Tina,,Sunrise,26.1585,-80.31873,Entire home/apt,138,1,84,9/5/2021,2.86,6,337,25,
33358997,🌟4BR/3BA Modern Home w Private POOL🏖BBQ☀️FLL🐬MIAMI⭐️,29537330,Dan/ Gio,,Hollywood,26.01166,-80.18864,Entire home/apt,245,3,27,9/5/2021,1.87,22,338,12,
33368681,Hyde Resort & Residences - 1 Bedroom Oceanfront King Suite,240246777,Hyde Resort & Residences,,Hallandale Beach,25.98622,-80.11951,Hotel room,337,2,0,,,5,144,0,
33369297,Hyde Resort & Residences - 2 Bedroom Oceanview ADA with Roll In Shower Suite,240246777,Hyde Resort & Residences,,Hallandale Beach,25.98658,-80.11804,Hotel room,393,2,0,,,5,144,0,
33369764,Hyde Resort & Residences - 2 Bedroom Oceanview with ADA Communication Suite,240246777,Hyde Resort & Residences,,Hollywood,25.98787,-80.11895,Hotel room,393,2,0,,,5,144,0,
33370466,Hyde Resort & Residences - 2 Bedroom Oceanfront King/Full Suite,240246777,Hyde Resort & Residences,,Hollywood,25.98824,-80.11853,Hotel room,504,2,0,,,5,144,0,
33370538,Hyde Resort & Residences - 2 Bedroom Oceanview ADA Mobility Suite,240246777,Hyde Resort & Residences,,Hallandale Beach,25.98627,-80.11994,Hotel room,393,2,0,,,5,144,0,
33376898,VIII- Resort 1 Bedroom Condo right on the Beach,232240738,Ian,,Hollywood,25.98716,-80.11902,Entire home/apt,109,1,54,9/5/2021,1.88,2,350,22,
33391436,Just a need a place to relax? Unwind?,129774510,Nikki,,North Lauderdale,26.2187,-80.20754,Private room,53,1,1,2/2/2020,0.05,2,173,0,
33394499,Middle River Waterfront Contemporary  Estate,59226024,Julia,,Fort Lauderdale,26.14504,-80.11673,Entire home/apt,1011,6,1,12/31/2019,0.05,5,283,0,
33395715,Modern Rio Vista villa with Heated Pool,59226024,Julia,,Fort Lauderdale,26.10941,-80.13433,Entire home/apt,299,4,6,12/6/2020,0.26,5,276,2,
33407676,MODERN BEACH VILLA ON A PARADISE GOLF COURSE,24019896,Josee,,Deerfield Beach,26.3203,-80.13986,Entire home/apt,146,28,9,5/1/2021,2.67,2,207,6,
33422346,Modern Pool Snug Harbor Villa on the Water,59226024,Julia,,Pompano Beach,26.22508,-80.10734,Entire home/apt,360,6,2,4/19/2021,0.07,5,229,1,
33423122,Beachcomber 2 Bed Apartment,126483964,Beachcomber,,Pompano Beach,26.22183,-80.09153,Entire home/apt,136,3,44,9/8/2021,8.92,10,130,31,
33432180,Welcome! Newly Renovated 2 Bedroom Private House,60504661,Donovan,,Sunrise,26.16207,-80.24064,Entire home/apt,125,28,5,7/4/2021,0.33,1,126,2,
33446117,Lighthouse Place: Single Family Pool Home,228206805,Florida Sands Luxury,,Lighthouse Point,26.26483,-80.09675,Entire home/apt,247,5,5,7/27/2021,0.24,12,150,4,
33462837,“The Tropical Beach Condo”,6640769,Randy & Giselle,,Fort Lauderdale,26.158,-80.10085,Entire home/apt,175,1,17,11/14/2020,0.57,2,80,4,
33464552,5 ⭐️ EXCLUSIVE APARTMENT - Rooftop POOL- Beachfront-,110354593,Stay Sol,,Hollywood,26.01535,-80.11771,Entire home/apt,172,2,5,9/7/2021,0.65,43,363,5,
33469235,Hollywood Beach apt. 2 bed/2 bath,123943876,Sandra,,Hollywood,25.99056,-80.11793,Entire home/apt,175,21,7,3/21/2021,0.29,1,209,2,
33471589,Quite paradise house,244714623,Jane,,Oakland Park,26.18422,-80.14322,Entire home/apt,130,1,3,5/31/2020,0.16,2,180,0,
33474919,Wow location - 1 block to Ft. Lauderdale beach,25413683,Tim & Dew,,Fort Lauderdale,26.1365,-80.10582,Entire home/apt,95,4,3,4/24/2021,0.1,1,0,1,
33484105,Ocean Blvd top fl 2/2 overlooks pool.Priv beach,164970123,Marie,,Pompano Beach,26.21641,-80.0933,Entire home/apt,193,21,4,5/26/2021,0.15,1,274,2,
33486675,"3/2 with pool for 6, 5 min. walk to food and fun!",13564928,Juan & Bob,,Wilton Manors,26.16297,-80.13875,Entire home/apt,295,5,2,8/2/2021,0.22,5,204,2,
33486918,"Condo with limitless view of water, sunsets & city",31915983,Anne,,Fort Lauderdale,26.1315,-80.1093,Entire home/apt,166,180,0,,,1,358,0,
33489708,Lush Garden Houses and Gallery #60,252355359,Paul-Andre,,Oakland Park,26.17149,-80.14829,Entire home/apt,200,2,15,3/18/2020,0.53,2,216,0,
33491754,Lush Garden house and Gallery #70,252355359,Paul-Andre,,Oakland Park,26.17029,-80.14654,Entire home/apt,186,2,6,3/1/2020,0.2,2,163,0,
33493405,"Studio for 2, 5 min. walk to food and fun!",13564928,Juan & Bob,,Wilton Manors,26.16206,-80.13904,Entire home/apt,89,2,17,7/26/2021,4.47,5,353,11,
33493943,"2/1 with pool for 4, 5 min. walk to food and fun!",13564928,Juan & Bob,,Wilton Manors,26.163,-80.13897,Entire home/apt,195,3,21,9/4/2021,0.71,5,205,8,
33508730,Departament Hollywood Miami Beach,128294304,Lorena,,Hollywood,26.00885,-80.11901,Entire home/apt,375,3,0,,,1,247,0,
33513315,Full bdrm@ REMODEL home-2 miles FTL LAS OLAS beach,240785790,Jessika,,Fort Lauderdale,26.1444,-80.16505,Private room,50,2,22,7/29/2021,0.75,3,365,10,
33513323,Luxurious Townhouse with Direct Water Views,242715624,Elizabet,,Hallandale Beach,25.97907,-80.1226,Entire home/apt,110,30,0,,,1,146,0,
33517035,Small studio in a great location,240069581,Alba,,Hollywood,25.9977,-80.14226,Entire home/apt,70,3,37,9/7/2021,1.88,4,361,18,
33519610,Great boutique hotel,245122133,Sea Beach,,Fort Lauderdale,26.11012,-80.10883,Private room,154,1,7,6/27/2021,0.34,2,214,2,
33541411,Cozy Room (Queen bed) near mall and the beaches,123098540,Patricia,,Hallandale Beach,25.97567,-80.15083,Private room,35,1,1,4/14/2019,0.03,1,269,0,
33550747,42 Sea&I  Private Room in Distinctive Boutique,58759792,DesignedVR,,Deerfield Beach,26.30705,-80.08988,Entire home/apt,66,2,61,9/13/2021,46.92,7,156,48,
33551671,Nice cozy 4beds/beautiful views/ Minutes to beach,64425903,Junior,,Pompano Beach,26.25902,-80.12155,Entire home/apt,229,1,110,8/29/2021,4.45,1,257,39,
33552867,"Tropical  Gardens, 3 miles from Pompano Beach",249123680,Grace,,Pompano Beach,26.27686,-80.10679,Entire home/apt,120,3,17,8/23/2021,0.74,1,241,14,
33558061,5 Star Pergola & Dine on Sun-Splashed Luxury Deck,229764405,Nir,,Dania Beach,26.05215,-80.17306,Entire home/apt,231,2,45,8/9/2021,8.77,3,267,15,
33559298,"Cute studio/2,5 miles to beach/Free Parking/BBQ/5",2252443,Reghina,,Hollywood,26.00424,-80.14216,Entire home/apt,65,2,10,8/8/2021,0.34,14,298,6,
